CIN/LLPIN,Legal_Name,Purchaser_Entries,Donor_Type,TotalNumberBonds,TotalDonorAmount,PayBranchCodes,PayTellers
U72200TG1996PTC023096,SIGMA ADVANCED SYSTEMS PRIVATE LIMITED,SIGMA ADVANCED SYSTEMS PRIVATE LIMI,SIGMA ADVANCED SYSTEMS PRIVATE LIMITED,1,30000000,847,7445512
U74999DL2013PTC253408,RSLH AUTO SEAT TRIMS PRIVATE LIMITED,RSLH AUTO SEAT TRIMS PVT LTD,RSLH AUTO SEAT TRIMS PRIVATE LIMITED,1,30000000,691,5972302
U40102TN2015PTC102849,SHREYAS RENEWABLE ENERGY PRIVATE LIMITED,SHREYAS RENEWABLE ENERGY PRIVATE LTD;SHREYAS RENEWABLE ENERGY PVT LTD,SHREYAS RENEWABLE ENERGY PRIVATE LIMITED,2,30000000,847,3898296;7445512
U24132DL1996PTC079867,D R INTERNATIONAL PRIVATE LIMITED,D R INTERNATIONAL PRIVATE LIMITED,D R INTERNATIONAL PRIVATE LIMITED,1,30000000,691,7516991
L74999WB2017PLC219318,RPSG VENTURES LIMITED,RPSG VENTURES LIMITED,RPSG VENTURES LIMITED,1,30000000,1,5898161
AAD-6352,VAMSIRAM BUILDERS LLP,VAMSIRAM BUILDERS LLP,VAMSIRAM BUILDERS LLP,1,30000000,847,7445512
U51109WB2000PTC092105,NETINCON MARKETING PRIVATE LIMITED,NETINCON MARKETING PVT LTD,NETINCON MARKETING PRIVATE LIMITED,1,30000000,1,6405134
U51109WB2007PTC114716,SYNERGY DEALCOM PRIVATE LIMITED,SYNERGY DEALCOM PVT LTD-SELF A/C,SYNERGY DEALCOM PRIVATE LIMITED,1,30000000,1,5898161
U51990MH1973PTC016285,ALLANASONS PRIVATE LIMITED,ALLANASONS PRIVATE L,ALLANASONS PRIVATE LIMITED,1,30000000,300,6830668;4180496
U74899DL1991PTC043773,D R POLYMERS PRIVATE LIMITED,D R POLYMERS PVT LTD,D R POLYMERS PRIVATE LIMITED,1,30000000,691,7516991
U74899DL1995PLC074884,SMR AUTOMOTIVE SYSTEMS INDIA LIMITED,SMR AUTOMOTIVE SYSTEMS INDIA LTD,SMR AUTOMOTIVE SYSTEMS INDIA LIMITED,1,30000000,691,3300196
U24297MH2020PLC338592,PIRAMAL PHARMA LIMITED,PIRAMAL PHARMA LIMITED,PIRAMAL PHARMA LIMITED,1,30000000,300,7905165
U51909WB2005PTC101516,RAJDHANI DEALERS PRIVATE LIMITED,RAJDHANI DEALERS PRIVATE LIMITED,RAJDHANI DEALERS PRIVATE LIMITED,1,30000000,1,5054982
L72200PN1963PLC012621,ZENSAR TECHNOLOGIES LIMITED,ZENSAR TECHNOLOGIES LTD,ZENSAR TECHNOLOGIES LIMITED,1,30000000,300,4180496
U28999WB1991PLC051823,SHYAM STEEL MANUFACTURING LIMITED,SHYAM STEEL MANUFACTURING LTD. (FLY SOVA ISPAT LTD.),SHYAM STEEL MANUFACTURING LIMITED,1,30000000,1,6405134;5899230
U74900HR2015PTC057396,THRIVENI SAINIK MINING PRIVATE LIMITED,THRIVENI SAINIK MINING PRIVATE LIMI,THRIVENI SAINIK MINING PRIVATE LIMITED,1,30000000,167,6481663
AAE-6260,SOHINI DEVELOPERS LLP,SOHINI DEVELOPERS LLP,SOHINI DEVELOPERS LLP,1,30000000,847,7445512
U52100GJ2015PTC082996,ARVIND BEAUTY BRANDS RETAIL PRIVATE LIMITED,ARVINDBEAUTYBRANDSRETAILPVTLTD,ARVIND BEAUTY BRANDS RETAIL PRIVATE LIMITED,1,30000000,1355,1023671
U40102TN2015PTC102835,AASHMAN ENERGY PRIVATE LIMITED,AASHMAN ENERGY PVT LTD;AASHMAN ENERGY PRIVATE LIMITED,AASHMAN ENERGY PRIVATE LIMITED,2,30000000,847,3898296;7445512
U40106DL2015PTC283214,GREENKO URAVAKONDA WIND POWER PRIVATE LIMITED,GREENKO URAVAKONDA WIND POWER PRIVA,GREENKO URAVAKONDA WIND POWER PRIVATE LIMITED,1,30000000,847,7445512
U40108TN2015PTC102827,ZUVAN ENERGY PRIVATE LIMITED,ZUVAN ENERGY PRIVATE LIMITED;ZUVAN ENERGY PVT LTD,ZUVAN ENERGY PRIVATE LIMITED,2,30000000,847,3898296;7445512
U63010DL1989PLC034816,MARAL OVERSEAS LTD.,MARAL OVERSEAS LTD.,MARAL OVERSEAS LTD.,1,30000000,691,5972302
U40109TG2002PTC038683,GREENKO BUDHIL HYDRO POWER PRIVATE LIMITED,GREENKO BUDHIL HYDRO POWER PVT LTD,GREENKO BUDHIL HYDRO POWER PRIVATE LIMITED,1,30000000,847,3898296
U74999WB2005PTC104318,MVM SECURITIES PRIVATE LIMITED,MVM SECURITIES PVT LTD-SELF A/C,MVM SECURITIES PRIVATE LIMITED,1,30000000,1,5898161
U74999MH2015PTC263029,ARAVALI TECHNICAL SERVICES PRIVATE LIMITED,ARAVALI TECHNICAL SERVICES PVT LTD,ARAVALI TECHNICAL SERVICES PRIVATE LIMITED,1,30000000,300,7905165
L65910KL1997PLC011300,MUTHOOT FINANCE LIMITED,MUTHOOT FINANCE LTD,MUTHOOT FINANCE LIMITED,1,30000000,691,3300196
U40108TN2015PTC102831,ELENA RENEWABLE ENERGY PRIVATE LIMITED,ELENA RENEWABLE ENERGY PVT LTD;ELENA RENEWABLE ENERGY PRIVATE LIMITED,ELENA RENEWABLE ENERGY PRIVATE LIMITED,2,30000000,847,3898296;7445512
U40108TN2015PTC102833,DIVYESH POWER PRIVATE LIMITED,DIVYESH POWER PVT LTD;DIVYESH POWER PRIVATE LIMITED,DIVYESH POWER PRIVATE LIMITED,2,30000000,847,3898296;7445512
U40108TG2011PTC075928,AXIS WIND FARMS (MPR DAM ) PRIVATE LIMITED,AXIS WIND FARMS (MPR DAM) PRIVATE L,AXIS WIND FARMS (MPR DAM ) PRIVATE LIMITED,1,30000000,847,7445512
U18101DL2005PTC138730,SHAHI EXPORTS PRIVATE LIMITED,SHAHIEXP,SHAHI EXPORTS PRIVATE LIMITED,1,30000000,691,3300196
L35920MH1942PLC003554,THE SUPREME INDUSTRIES LIMITED,THE SUPREME INDUSTRIES LTD,THE SUPREME INDUSTRIES LIMITED,1,27500000,300,6830668;4180496
U27209RJ2008PTC027868,CASTAMET WORKS PRIVATE LIMITED,CASTAMET WORKS;CASTAMET WORKS PRIVATE LIMITED,CASTAMET WORKS PRIVATE LIMITED,2,26500000,656;1,5899230;6971520
U15520WB1971PTC028012,PRAKASH DISTILLERY & CHEMICAL CO PRIVATE LIMITED,PRAKASH DISTILLERY & CHEMICAL CO (P) LT D,PRAKASH DISTILLERY & CHEMICAL CO PRIVATE LIMITED,1,26080000,1,5898161;6405134;5054982;5899230
AAF-2018,BMW INFRASTRUCTURE LLP,BMW INFRASTRUCTURE LLP,BMW INFRASTRUCTURE LLP,1,26000000,1,6405134
AAO-5370,DESCENT BUILDWELL LLP,DESCENT BUILDWELL LLP,DESCENT BUILDWELL LLP,1,25000000,78,5523982;5523842
U55101OR2008PTC009726,K K RESOURCES PRIVATE LIMITED,K K RESOURCES PRIVATE LIMITED,K K RESOURCES PRIVATE LIMITED,1,25000000,41,5800420
U64203TG2006PTC049883,BIGC MOBILES PRIVATE LIMITED,BIGC MOBILES PVT LTD,BIGC MOBILES PRIVATE LIMITED,1,25000000,847,6417329
U65921WB1994PTC066791,AMAR SECURITIES PVT.LTD.,AMAR SECURITIES PVT LTD,AMAR SECURITIES PVT.LTD.,1,25000000,1,5898161
U45203GJ2001PTC040126,RANJIT PROJECTS PRIVATE LIMITED,RANJIT PROJECTS PRIVATE LIMITED,RANJIT PROJECTS PRIVATE LIMITED,1,25000000,1355,1023671
U45400AP2008PTC059974,R&R INFRATECH (INDIA) PRIVATE LIMITED,R R INFRATECH INDIA PRIVATE LIM,R&R INFRATECH (INDIA) PRIVATE LIMITED,1,25000000,952,8487561
U51909HR2021PTC094206,MTC ISPAT PRIVATE LIMITED,MTC ISPAT PVT LTD,MTC ISPAT PRIVATE LIMITED,1,25000000,691,5972302
U45400TG2008PTC057781,PRUDHVI CONSTRUCTIONS PRIVATE LIMITED,PRUDHVI CONSTRUCTIONS PRIVATE LIMIT,PRUDHVI CONSTRUCTIONS PRIVATE LIMITED,1,25000000,952,8487561
U51909TG2021PTC150183,DANIKA TRADERS PRIVATE LIMITED,DANIKA TRADERS PRIVATE LTD,DANIKA TRADERS PRIVATE LIMITED,1,25000000,847,7450648
U67120WB2011PTC168767,SILVERTOSS SECURITIES PRIVATE LIMITED,SILVERTOSS SECURITIES PVT LTD,SILVERTOSS SECURITIES PRIVATE LIMITED,1,25000000,1,6405134
U65993TG1993PTC015407,KALPTARU INVESTMENTS PRIVATE LIMITED,KALPTARU INVESTMENTS PVT.LTD. PROP,KALPTARU INVESTMENTS PRIVATE LIMITED,1,25000000,1,5898161
L26942TG1981PLC002887,SAGAR CEMENTS LTD,SAGAR CEMENTS LIMITED,SAGAR CEMENTS LTD,1,25000000,847,7445512
U10101WB2009PTC132132,JMS MINING SERVICES PRIVATE LIMITED,JMS MINING PRIVATE LIMITED,JMS MINING SERVICES PRIVATE LIMITED,1,25000000,1,6405134
L70109GJ1983PLC006460,RATNAMANI METALS AND TUBES LIMITED,RATNAMANI METALS AND TUBES LTD,RATNAMANI METALS AND TUBES LIMITED,1,25000000,1355,5137969
U55100MH2007PTC174884,MARDI GRAS HOTELS PRIVATE LIMITED,MARDI GRAS LIQUOR DIV OF MARDI GRAS,MARDI GRAS HOTELS PRIVATE LIMITED,1,23000000,300,7905165;1022034
U74899RJ1993PTC024161,SERVEALL LAND DEVELOPERS PRIVATE LIMITED,SERVEALL LAND DEVELOPERS PVT LTD,SERVEALL LAND DEVELOPERS PRIVATE LIMITED,1,22500000,656,7594437
U17119WB1913PLC002369,THE ANGUS COMPANY LIMITED,THE ANGUS COMPANY LIMITED,THE ANGUS COMPANY LIMITED,1,20000000,1,5898161
L15421WB1975PLC030118,BALRAMPUR CHINI MILLS LTD,BALRAMPUR CHINI MILLS LTD,BALRAMPUR CHINI MILLS LTD,1,20000000,1,6405134
L15520MP1989PLC049380,ASSOCIATED ALCOHOLS & BREWERIES LTD.,ASSOCIATED ALCOHOLS BREWERIES LIMI,ASSOCIATED ALCOHOLS & BREWERIES LTD.,1,20000000,1308,8492239
U40108TG2010PTC071664,ANIMALA WIND POWER PRIVATE LIMITED,ANIMALA WIND POWER PRIVATE LIMITED,ANIMALA WIND POWER PRIVATE LIMITED,1,20000000,847,7445512
U70100WB2007PLC120053,QUALITY MAINTENANCE VENTURE LIMITED,QUALITY MAINTENANCE VENTURE LTD,QUALITY MAINTENANCE VENTURE LIMITED,1,20000000,1,5899230
U24110TG2006PTC051858,MSN ORGANICS PRIVATE LIMITED,MSN ORGANICS PVT LTD,MSN ORGANICS PRIVATE LIMITED,1,20000000,847,6458726
U40108TN2015PTC102832,PRATYASH RENEWABLE PRIVATE LIMITED,PRATYASH RENEWABLE PRIVATE LIMITED,PRATYASH RENEWABLE PRIVATE LIMITED,1,20000000,847,3898296
U10100JH2019PTC013036,PUJA COAL PRIVATE LIMITED,PUJA COAL PRIVATE LIMITED,PUJA COAL PRIVATE LIMITED,1,20000000,167,6481663
U40109AP2008PTC061586,SUNBORNE ENERGY ANDHRA PRIVATE LIMITED,SUNBORNE ENERGY ANDHRA PVT LTD,SUNBORNE ENERGY ANDHRA PRIVATE LIMITED,1,20000000,847,3898296
U80903MH2010PTC211466,VARSITY EDUCATION MANAGEMENT PRIVATE LIMITED,VARSITY EDUCATION MANAGEMENT PVT LIMITED,VARSITY EDUCATION MANAGEMENT PRIVATE LIMITED,1,20000000,847,3898296
U63031GA1965PTC000041,CHOWGULE AND COMPANY PRIVATE LIMITED.,CHOWGLE AND COMPANY PVT LTD;CHOWGULE AND COMPANY PVT LTD,CHOWGULE AND COMPANY PRIVATE LIMITED.,2,20000000,509,7315678
U72900TG2021PTC156787,EFICENS SOFTWARE SERVICES PRIVATE LIMITED,EFICENS SOFTWARE SERVICES PVT LTD,EFICENS SOFTWARE SERVICES PRIVATE LIMITED,1,20000000,847,7445512
U23101AS1988PLC002915,GUWAHATI CARBON LIMITED,GUWAHATI CARBON LIMITED,GUWAHATI CARBON LIMITED,1,20000000,1,5899230
U40108GJ2017PLC096148,SAROJA RENEWABLES LIMITED,SAROJA RENEWABLES PRIVATE LIMITED,SAROJA RENEWABLES LIMITED,1,20000000,847,3898296
U70101WB1981PTC034275,SWETA ESTATES PVT LTD,SWETA ESTATES PVT LTD,SWETA ESTATES PVT LTD,1,20000000,691,3300196
U17115KA2004PTC034457,SNS CLOTHING PRIVATE LIMITED,SNS CLOTHING PVT LTD,SNS CLOTHING PRIVATE LIMITED,1,20000000,813,5144485
U62200DL2008PTC184155,BIRD WORLDWIDE FLIGHT SERVICES (INDIA) PRIVATE LIMITED,BIRD WORLDWIDE FLIGHT SERVICES INDI,BIRD WORLDWIDE FLIGHT SERVICES (INDIA) PRIVATE LIMITED,1,20000000,691,5972302
U51909WB1917PTC002830,GREAT EASTERN STORES PVT LTD,GREAT EASTERN STORES PVT LTD,GREAT EASTERN STORES PVT LTD,1,20000000,1,6405134
U40104KA2014PTC076968,DEVARAHIPPARIGI WIND POWER PRIVATE LIMITED,DEVARAHIPPARIGI WIND POWER PVT LTD,DEVARAHIPPARIGI WIND POWER PRIVATE LIMITED,1,20000000,847,6458726
U40102TN2015FTC098910,SEI ENERSTAR RENEWABLE ENERGY PRIVATE LIMITED,SEI ENERSTAR RENEWABLE ENRGY PVT LTD,SEI ENERSTAR RENEWABLE ENERGY PRIVATE LIMITED,1,20000000,847,3898296
AAZ-1945,BLUESTONE COMMODITIES LLP,BLUESTONE COMMODITIES LLP,BLUESTONE COMMODITIES LLP,1,20000000,691,8212066
U70100MH2017PTC303291,BIRLA ESTATES PRIVATE LIMITED,BIRLAESTATESPRIVATELIMITED,BIRLA ESTATES PRIVATE LIMITED,1,20000000,300,7905165
U40100TG2013PTC160929,SANDLA WIND PROJECT PRIVATE LIMITED,SANOLA WIND PROJECT PVT LTD,SANDLA WIND PROJECT PRIVATE LIMITED,1,20000000,847,3898296
U40100TG2007PTC056794,GREENKO SUMEZ HYDRO ENERGIES PRIVATE LIMITED,GREENKO SUMEZ HYDRO ENERGIES PVT LTD,GREENKO SUMEZ HYDRO ENERGIES PRIVATE LIMITED,1,20000000,847,3898296
U74999TG2016PLC110573,VISHVARUPA SOLAR POWER LIMITED,VISHVARUPA SOLAR POWER PRIVATE LIMITED,VISHVARUPA SOLAR POWER LIMITED,1,20000000,847,6422705
U70109KA2022PTC161516,KIRITI VENTURES PRIVATE LIMITED,KIRITI VENTURES PRIVATE LIMITED,KIRITI VENTURES PRIVATE LIMITED,1,20000000,813,6188222
AAZ-6473,SLRV HOMES LLP,SLRV HOMES LLP,SLRV HOMES LLP,1,20000000,847,6458726
U55205DL2018PTC335850,VIHAAN VENTURES INTERNATIONAL PRIVATE LIMITED,VIHAAN AUTO VENTURES PRIVATE LIMITED,VIHAAN VENTURES INTERNATIONAL PRIVATE LIMITED,1,20000000,847,6458726
U51494WB1992PTC057290,LIFELINE MARKETING PVT LTD,LIFELINE MARKETING PRIVATE LIMITED,LIFELINE MARKETING PVT LTD,1,20000000,1,6405134
U52399KL2016PTC067914,LULU INDIA SHOPPING MALL PRIVATE LIMITED,LULU INDIA SHOPPING MALL PRIVATE LI,LULU INDIA SHOPPING MALL PRIVATE LIMITED,1,20000000,125,7486251
U01220MH1986PTC040835,FRIGORIFICO ALLANA PRIVATE LIMITED,FRIGORIFICO ALLANA P,FRIGORIFICO ALLANA PRIVATE LIMITED,1,20000000,300,4180496
U27101KA1978PLC003360,RAMGAD MINERALS AND MINING LIMITED,RAMGAD MINERALS AND MINING LTD,RAMGAD MINERALS AND MINING LIMITED,1,20000000,813,6188222
U45209PN2006PLC022073,NANDED CITY DEVELOPMENT AND CONSTRUCTION COMPANY LIMITED,NANDED CITY DEVELOPMENT AND CONSTRU,NANDED CITY DEVELOPMENT AND CONSTRUCTION COMPANY LIMITED,1,20000000,300,6830668
U65990MH2005PLC154854,ECL FINANCE LIMITED,ECL FINANCE LTD,ECL FINANCE LIMITED,1,20000000,300,4180496
L74899DL1981PLC012804,LUMAX INDUSTRIES LIMITED,LUMAX INDUSTRIES LIMITED,LUMAX INDUSTRIES LIMITED,1,20000000,691,3300196
U24239TG2002PTC038674,MAITHRI LABORATORIES PRIVATE LIMITED,MAITHRI LABORATORIES (PVT) LTD,MAITHRI LABORATORIES PRIVATE LIMITED,1,20000000,847,6458726
U45200TG2016PTC111945,AIC VMR PROJECTS PRIVATE LIMITED,AIC VMR PROJECTS PVT LTD,AIC VMR PROJECTS PRIVATE LIMITED,1,20000000,847,6458726
U14101RJ2004PTC019797,WONDER MARMOSTONES PRIVATE LIMITED,WONDER MARMOSTONES PVT LTD,WONDER MARMOSTONES PRIVATE LIMITED,1,20000000,656,6936652
U26940ML2007PLC008298,GOLDSTONE CEMENTS LIMITED,GOLDSTONE CEMENTS LTD,GOLDSTONE CEMENTS LIMITED,1,20000000,1,6405134
U45200TG2004PTC044075,PRABHAT HOMES PRIVATE LIMITED,PRABHAT HOMES PRIVATE LIMITED,PRABHAT HOMES PRIVATE LIMITED,1,20000000,847,7445512
AAI-9585,ANANT UDYOG LLP,ANANT UDYOG LLP,ANANT UDYOG LLP,1,20000000,1,6405134
U40109TN2014FTC097920,SEI DIAMOND PRIVATE LIMITED,SEI DIAMOND PVT LTD,SEI DIAMOND PRIVATE LIMITED,1,20000000,847,3898296
U72900AP2016PTC103468,AMARAVATI TEKSYSTEMS PRIVATE LIMITED,AMARAVATI TEKSYSTEMS PRIVATE LIMITE,AMARAVATI TEKSYSTEMS PRIVATE LIMITED,1,20000000,847,7445512
L26942TN1951PLC000640,DALMIA BHARAT SUGAR AND INDUSTRIES LIMITED,DALMIA BHARAT SUGAR AND INDUSTRIES LTD,DALMIA BHARAT SUGAR AND INDUSTRIES LIMITED,1,20000000,125,6596169
U72900AP2019PTC113229,TEKREANT INDIA PRIVATE LIMITED,TEKREANT INDIA PRIVATE LIMITED,TEKREANT INDIA PRIVATE LIMITED,1,20000000,847,7445512
U40300TN2015FTC099018,SEI BASKARA POWER PRIVATE LIMITED,SEI BASKARA POWER PVT LTD,SEI BASKARA POWER PRIVATE LIMITED,1,20000000,847,3898296
U40300TG2015PTC101851,NVNR POWER &AMP; INFRA PRIVATE LIMITED,NVNR POWER INFRA PRIVATE LIMITED,NVNR POWER &AMP; INFRA PRIVATE LIMITED,1,20000000,847,7445512
U40109TN2015PTC102834,AARISH SOLAR POWER PRIVATE LIMITED,AARISH SOLAR POWER PRIVATE LIMITED,AARISH SOLAR POWER PRIVATE LIMITED,1,20000000,847,7445512
U15500MH1986PTC124248,SOM DISTILLERIES PRIVATE LIMITED,SOM DISTILLERIES PVT LTD;SOM DISTILERIES PRIVATE LTD,SOM DISTILLERIES PRIVATE LIMITED,2,20000000,1308,6073492;8492239
U40300MH2012PTC234746,KHANDKE WIND ENERGY PRIVATE LIMITED,KHANDKE WIND ENERGY PRIVATE LIMITED,KHANDKE WIND ENERGY PRIVATE LIMITED,1,20000000,847,6458726
U40300TN2014FTC097864,SEI VENUS PRIVATE LIMITED,SEI VENUS PVT LTD,SEI VENUS PRIVATE LIMITED,1,20000000,847,3898296
L74899DL1995PLC067827,PVR LIMITED,PVR LTD,PVR LIMITED,1,20000000,691,3300196
U01111TG2000PTC033328,NIMBHA BIOTECH PRIVATE LIMITED,NIMBHA BIOTECH PRIVATE LIMITED,NIMBHA BIOTECH PRIVATE LIMITED,1,20000000,847,7445512
U40300TN2013PTC090372,RT RENEWABLE ENERGY INDIA PRIVATE LIMITED,RT RENEWABLE ENERGY PVT LTD,RT RENEWABLE ENERGY INDIA PRIVATE LIMITED,1,20000000,847,3898296
U40300TN2013PTC092045,SEI MIHIR ENERGY PRIVATE LIMITED,SEI MIHIR ENERGY PVT LTD,SEI MIHIR ENERGY PRIVATE LIMITED,1,20000000,847,3898296
U15549MP1999PLC049379,MOUNT EVEREST BREWERIES LIMITED,MOUNT EVEREST BREWERIES LIMITED,MOUNT EVEREST BREWERIES LIMITED,1,19900000,1308,6073492
U65990MH2000PTC127040,MEGA EQUITIES PRIVATE LIMITED,MEGA EQUITAS PRIVATE LIMITED,MEGA EQUITIES PRIVATE LIMITED,1,18000000,691,3428540
U35111GA1965PTC000048,V.M.SALGAOCAR AND BROTHER PRIVATE LIMITED,VM SALGAOCAR CORPORATION PVT LTD;V M SALGAOCAR BROTHER PVT LTD,V.M.SALGAOCAR AND BROTHER PRIVATE LIMITED,2,18000000,509,7315678
U31500DL2010PTC205426,VEDANTA ELECTRICALS PRIVATE LIMITED,VEDANTA ELECTRICALS PRIVATE LIMITED,VEDANTA ELECTRICALS PRIVATE LIMITED,1,17500000,691,5972302
U51909WB1982PTC035190,AUSTIN PLYWOOD PRIVATE LIMITED,AUSTIN PLYWOOD PRIVATE LIMITED FORMERLY B S PROGRESSIVE PVT,AUSTIN PLYWOOD PRIVATE LIMITED,1,17000000,1,6405134
L74899DL1989PLC036849,PEARL GLOBAL INDUSTRIES LIMITED,MS PEARL GLOBAL INDUSTRIES LTD FORM,PEARL GLOBAL INDUSTRIES LIMITED,1,16000000,691,3300196
U74900WB2009PTC135012,SALASAR FINANCIAL ADVISORY SERVICES PRIVATE LIMITED,SSALASAR FINANCIAL ADVISORY SERVICE PVT LTD;SALASAR FINANCIAL ADVISORY SERVICES,SALASAR FINANCIAL ADVISORY SERVICES PRIVATE LIMITED,2,15000000,1,5054982;6405134
U45203AP1998PLC029154,BSCPL INFRASTRUCTURE LIMITED,BSCPL INFRASTRUCTURE LIMITED,BSCPL INFRASTRUCTURE LIMITED,1,15000000,847,8233225;6458726
U51109MH1924PLC001107,GANNON DUNKERLEY AND COMPANY LIMITED,GANNON DUNKERLEY AND CO LIMITED,GANNON DUNKERLEY AND COMPANY LIMITED,1,15000000,300,4180496
U29299TN2008PTC065920,SI AIR SPRINGS PRIVATE LIMITED,SI AIR SPRINGS PRIVATE LTD,SI AIR SPRINGS PRIVATE LIMITED,1,15000000,800,7310854
U92490WB2008PLC121507,AMBUJA REALTY EVENTS MANAGEMENT LIMITED,AMBUJA REALTY EVENTS MANAGMENT LTD,AMBUJA REALTY EVENTS MANAGEMENT LIMITED,1,15000000,1,5899230
U45309TG2020PLC143618,SRIVAY INDUSTRIES LIMITED,SRIVAY INDUSTRIES LIMITED,SRIVAY INDUSTRIES LIMITED,1,14900000,847,6458726
U35921PB1951PLC001699,AVON CYCLES LTD,AVON CYCLES LTD,AVON CYCLES LTD,1,14000000,628,5809436
U74899DL1998PLC095482,SHIVALIK PRINTS LIMITED,SHIVALIK PRINTS LIMITED,SHIVALIK PRINTS LIMITED,1,13500000,691,3300196
U70101WB1990PTC050204,SUMAN ESTATES P LTD,SUMAN ESTATES PRIVATE LIMITED,SUMAN ESTATES P LTD,1,13500000,1,5898161;6405134
U27109DL1982PLC084678,JBM INDUSTRIES LIMITED,JBM INDUSTRIES LIMITED,JBM INDUSTRIES LIMITED,1,12500000,691,3300196
U51109WB2005PTC102262,SWARNAPUSHPA VANIJYA PRIVATE LIMITED,SWARNAPUSHPA VANIJYA PRIVATE LIMITE,SWARNAPUSHPA VANIJYA PRIVATE LIMITED,1,12500000,1,6405134
U51909WB2002PTC094895,R.B DEALERS PRIVATE LIMITED,R B DEALERS PVT LTD,R.B DEALERS PRIVATE LIMITED,1,12500000,1,5898161;6405134
U15491WB1981PTC033851,CRYSTAL TEA (INDIA) PRIVATE LIMITED,CRYSTAL TEA INDIA PVT LTD,CRYSTAL TEA (INDIA) PRIVATE LIMITED,1,12500000,1,6405134
U15500WB2012PTC185821,NORTHERN SPIRITS PRIVATE LIMITED,NORTHERN SPIRITS LTD,NORTHERN SPIRITS PRIVATE LIMITED,1,12000000,1,5898161
U51909WB2009PTC132745,CHAKRADHARI TRADE-LINK PRIVATE LIMITED,CHAKRADHARI TRADELINK PRIVATE LIMIT,CHAKRADHARI TRADE-LINK PRIVATE LIMITED,1,12000000,1,5899230
U51909WB2010PTC154529,APOLLO VINTRADE PRIVATE LIMITED,APOLLO VINTRADE PVT LTD,APOLLO VINTRADE PRIVATE LIMITED,1,10000000,1,6405134
U15209DL2005PLC135838,DAAWAT FOODS LIMITED,DAAWAT FOODS LTD,DAAWAT FOODS LIMITED,1,10000000,1308,3346005
U07010KA1995PTC019457,DIVYASREE HOLDINGS PRIVATE LIMITED,DIVYASREE HOLDINGS PVT LTD,DIVYASREE HOLDINGS PRIVATE LIMITED,1,10000000,813,6188222
U14107PN2002PTC017227,S R C CHEMICALS PRIVATE LIMITED,S R C CHEMICALS PVT LTD,S R C CHEMICALS PRIVATE LIMITED,1,10000000,300,4180496
U14101WB1992PLC195097,UTKARSH SFATIK LIMITED,UTKARSH SFATIK LIMITED,UTKARSH SFATIK LIMITED,1,10000000,1,5899230
L74899DL1993PLC052787,SOM DISTILLERIES AND BREWERIES LIMITED,SOM DISTILLERIES BREWERIES LIMITED,SOM DISTILLERIES AND BREWERIES LIMITED,1,10000000,1308,8492239
U51909WB2010PTC153139,TARGET VINCOM PRIVATE LIMITED,TARGET VINCOM PVT LTD,TARGET VINCOM PRIVATE LIMITED,1,10000000,1,6405134
U65922MH2008PLC182906,EDELWEISS HOUSING FINANCE LIMITED,EDELWEISS HOUSING FINANCE LTD.,EDELWEISS HOUSING FINANCE LIMITED,1,10000000,300,4180496
U07010KA2003PTC032602,CHAYA REAL ESTATE PRIVATE LIMITED,CHAYA REAL ESTATE PVT LIMITED,CHAYA REAL ESTATE PRIVATE LIMITED,1,10000000,813,6188222
U67110WB2006PTC110124,VAIBHAV LAXMI CAPITAL MARKET PVT LTD,VAIBHAV LAXMI CAPITAL MARKET PRIVATE LIM,VAIBHAV LAXMI CAPITAL MARKET PVT LTD,1,10000000,1,5898161
U07010TN2003PTC072059,BHAGYASREE REALTORS PRIVATE LIMITED,BHAGYASREE REALTORS PRIVATE LIMITED,BHAGYASREE REALTORS PRIVATE LIMITED,1,10000000,800,7273126
L92199MH1999PLC353754,INOX LEISURE LIMITED,INOX LEISURE LTD,INOX LEISURE LIMITED,1,10000000,300,4180496
U55101KA2019PTC124593,CURATED LIVING SOLUTIONS PRIVATE LIMITED,CURATED LIVING SOLUTIONS PRIVATE LI,CURATED LIVING SOLUTIONS PRIVATE LIMITED,1,10000000,813,6188222
AAK-7873,14 REELS PLUS LLP,14 REELS PLUS LLP,14 REELS PLUS LLP,1,10000000,847,3898296
U74999MH1989PTC051140,FRIGERIO CONSERVA ALLANA PRIVATE LIMITED,FRIGERIO CONSERVA AL,FRIGERIO CONSERVA ALLANA PRIVATE LIMITED,1,10000000,300,6830668
U52334OR1994PTC003529,HITECH SYSTEMS PVT LTD,HITECH SYSTEMS & SERVICES LTD,HITECH SYSTEMS PVT LTD,1,10000000,1,5899230
U15510MH2005PTC150702,CANDY SPIRITS PRIVATE LIMITED,CANDY SPIRITS PVT LTD,CANDY SPIRITS PRIVATE LIMITED,1,10000000,300,7905165
U15543TG1994PTC016971,SRIVILAS HYDROTECH PRIVATE LIMITED,SRIVILAS HYDROTECH PVT LTD,SRIVILAS HYDROTECH PRIVATE LIMITED,1,10000000,847,6458726
U63030MH2003PTC141927,HIND TERMINALS PRIVATE LIMITED,HIND TERMINALS PVT LTD,HIND TERMINALS PRIVATE LIMITED,1,10000000,300,4180496
U63023TG1997PTC026722,LPF SYSTEMS PRIVATE LIMITED,LPF SYSTEMS PRIVATE LIMITED,LPF SYSTEMS PRIVATE LIMITED,1,10000000,847,7445512
