city,Crime,person_count,Arrested_Gender
Jamshedpur,Persons against whom cases were compounded/ Compromised by Courts,0,Male
Jodhpur,Persons against whom cases were compounded/ Compromised by Courts,27,Male
Kannur,Persons against whom cases were compounded/ Compromised by Courts,0,Male
Kanpur,Persons against whom cases were compounded/ Compromised by Courts,0,Male
Kochi,Persons against whom cases were compounded/ Compromised by Courts,1,Male
Kolkata,Persons against whom cases were compounded/ Compromised by Courts,0,Male
Kollam,Persons against whom cases were compounded/ Compromised by Courts,0,Male
Kota,Persons against whom cases were compounded/ Compromised by Courts,10,Male
Kozhikode,Persons against whom cases were compounded/ Compromised by Courts,0,Male
Lucknow,Persons against whom cases were compounded/ Compromised by Courts,0,Male
Ludhiana,Persons against whom cases were compounded/ Compromised by Courts,0,Male
Madurai,Persons against whom cases were compounded/ Compromised by Courts,0,Male
Malappuram,Persons against whom cases were compounded/ Compromised by Courts,0,Male
Meerut,Persons against whom cases were compounded/ Compromised by Courts,34,Male
Mumbai,Persons against whom cases were compounded/ Compromised by Courts,307,Male
Nagpur,Persons against whom cases were compounded/ Compromised by Courts,0,Male
Nasik,Persons against whom cases were compounded/ Compromised by Courts,0,Male
Patna,Persons against whom cases were compounded/ Compromised by Courts,0,Male
Prayagraj,Persons against whom cases were compounded/ Compromised by Courts,0,Male
Pune,Persons against whom cases were compounded/ Compromised by Courts,29,Male
Raipur,Persons against whom cases were compounded/ Compromised by Courts,0,Male
Rajkot,Persons against whom cases were compounded/ Compromised by Courts,0,Male
Ranchi,Persons against whom cases were compounded/ Compromised by Courts,0,Male
Srinagar,Persons against whom cases were compounded/ Compromised by Courts,52,Male
Surat,Persons against whom cases were compounded/ Compromised by Courts,0,Male
Thiruvananthapuram,Persons against whom cases were compounded/ Compromised by Courts,0,Male
Thrissur,Persons against whom cases were compounded/ Compromised by Courts,6,Male
Tiruchirapalli,Persons against whom cases were compounded/ Compromised by Courts,0,Male
Vadodara,Persons against whom cases were compounded/ Compromised by Courts,2,Male
Varanasi,Persons against whom cases were compounded/ Compromised by Courts,0,Male
Vasai Virar,Persons against whom cases were compounded/ Compromised by Courts,48,Male
Vijayawada,Persons against whom cases were compounded/ Compromised by Courts,917,Male
Vishakhapatnam,Persons against whom cases were compounded/ Compromised by Courts,665,Male
Agra,Persons against whom cases were compounded/ Compromised by Courts,0,Female
Ahmedabad,Persons against whom cases were compounded/ Compromised by Courts,0,Female
Amritsar,Persons against whom cases were compounded/ Compromised by Courts,0,Female
Asansol,Persons against whom cases were compounded/ Compromised by Courts,0,Female
Aurangabad,Persons against whom cases were compounded/ Compromised by Courts,0,Female
Bengaluru,Persons against whom cases were compounded/ Compromised by Courts,24,Female
Bhopal,Persons against whom cases were compounded/ Compromised by Courts,18,Female
Chandigarh City,Persons against whom cases were compounded/ Compromised by Courts,0,Female
Chennai,Persons against whom cases were compounded/ Compromised by Courts,0,Female
Coimbatore,Persons against whom cases were compounded/ Compromised by Courts,2,Female
Delhi City,Persons against whom cases were compounded/ Compromised by Courts,230,Female
Dhanbad,Persons against whom cases were compounded/ Compromised by Courts,0,Female
Durg-Bhilainagar,Persons against whom cases were compounded/ Compromised by Courts,0,Female
Faridabad,Persons against whom cases were compounded/ Compromised by Courts,0,Female
Ghaziabad,Persons against whom cases were compounded/ Compromised by Courts,0,Female
Gwalior,Persons against whom cases were compounded/ Compromised by Courts,471,Female
Hyderabad,Persons against whom cases were compounded/ Compromised by Courts,152,Female
Indore,Persons against whom cases were compounded/ Compromised by Courts,221,Female
Jabalpur,Persons against whom cases were compounded/ Compromised by Courts,0,Female
Jaipur,Persons against whom cases were compounded/ Compromised by Courts,0,Female
Jamshedpur,Persons against whom cases were compounded/ Compromised by Courts,0,Female
Jodhpur,Persons against whom cases were compounded/ Compromised by Courts,5,Female
Kannur,Persons against whom cases were compounded/ Compromised by Courts,0,Female
Kanpur,Persons against whom cases were compounded/ Compromised by Courts,0,Female
Kochi,Persons against whom cases were compounded/ Compromised by Courts,0,Female
Kolkata,Persons against whom cases were compounded/ Compromised by Courts,0,Female
Kollam,Persons against whom cases were compounded/ Compromised by Courts,0,Female
Kota,Persons against whom cases were compounded/ Compromised by Courts,1,Female
Kozhikode,Persons against whom cases were compounded/ Compromised by Courts,0,Female
Lucknow,Persons against whom cases were compounded/ Compromised by Courts,0,Female
Ludhiana,Persons against whom cases were compounded/ Compromised by Courts,0,Female
Madurai,Persons against whom cases were compounded/ Compromised by Courts,0,Female
Malappuram,Persons against whom cases were compounded/ Compromised by Courts,0,Female
Meerut,Persons against whom cases were compounded/ Compromised by Courts,0,Female
Mumbai,Persons against whom cases were compounded/ Compromised by Courts,31,Female
Nagpur,Persons against whom cases were compounded/ Compromised by Courts,0,Female
Nasik,Persons against whom cases were compounded/ Compromised by Courts,0,Female
Patna,Persons against whom cases were compounded/ Compromised by Courts,0,Female
Prayagraj,Persons against whom cases were compounded/ Compromised by Courts,0,Female
Pune,Persons against whom cases were compounded/ Compromised by Courts,13,Female
Raipur,Persons against whom cases were compounded/ Compromised by Courts,0,Female
Rajkot,Persons against whom cases were compounded/ Compromised by Courts,0,Female
Ranchi,Persons against whom cases were compounded/ Compromised by Courts,0,Female
Srinagar,Persons against whom cases were compounded/ Compromised by Courts,5,Female
Surat,Persons against whom cases were compounded/ Compromised by Courts,0,Female
Thiruvananthapuram,Persons against whom cases were compounded/ Compromised by Courts,0,Female
Thrissur,Persons against whom cases were compounded/ Compromised by Courts,0,Female
Tiruchirapalli,Persons against whom cases were compounded/ Compromised by Courts,0,Female
Vadodara,Persons against whom cases were compounded/ Compromised by Courts,1,Female
Varanasi,Persons against whom cases were compounded/ Compromised by Courts,0,Female
Vasai Virar,Persons against whom cases were compounded/ Compromised by Courts,11,Female
Vijayawada,Persons against whom cases were compounded/ Compromised by Courts,251,Female
Vishakhapatnam,Persons against whom cases were compounded/ Compromised by Courts,155,Female
Agra,Persons against whom cases were compounded/ Compromised by Courts,0,Transgender
Ahmedabad,Persons against whom cases were compounded/ Compromised by Courts,0,Transgender
Amritsar,Persons against whom cases were compounded/ Compromised by Courts,0,Transgender
Asansol,Persons against whom cases were compounded/ Compromised by Courts,0,Transgender
Aurangabad,Persons against whom cases were compounded/ Compromised by Courts,0,Transgender
Bengaluru,Persons against whom cases were compounded/ Compromised by Courts,0,Transgender
Bhopal,Persons against whom cases were compounded/ Compromised by Courts,0,Transgender
Chandigarh City,Persons against whom cases were compounded/ Compromised by Courts,0,Transgender
Chennai,Persons against whom cases were compounded/ Compromised by Courts,0,Transgender
Coimbatore,Persons against whom cases were compounded/ Compromised by Courts,0,Transgender
Delhi City,Persons against whom cases were compounded/ Compromised by Courts,0,Transgender
Dhanbad,Persons against whom cases were compounded/ Compromised by Courts,0,Transgender
Durg-Bhilainagar,Persons against whom cases were compounded/ Compromised by Courts,0,Transgender
Faridabad,Persons against whom cases were compounded/ Compromised by Courts,0,Transgender
Ghaziabad,Persons against whom cases were compounded/ Compromised by Courts,0,Transgender
Gwalior,Persons against whom cases were compounded/ Compromised by Courts,0,Transgender
Hyderabad,Persons against whom cases were compounded/ Compromised by Courts,0,Transgender
Indore,Persons against whom cases were compounded/ Compromised by Courts,0,Transgender
Jabalpur,Persons against whom cases were compounded/ Compromised by Courts,0,Transgender
Jaipur,Persons against whom cases were compounded/ Compromised by Courts,0,Transgender
Jamshedpur,Persons against whom cases were compounded/ Compromised by Courts,0,Transgender
Jodhpur,Persons against whom cases were compounded/ Compromised by Courts,0,Transgender
Kannur,Persons against whom cases were compounded/ Compromised by Courts,0,Transgender
Kanpur,Persons against whom cases were compounded/ Compromised by Courts,0,Transgender
Kochi,Persons against whom cases were compounded/ Compromised by Courts,0,Transgender
Kolkata,Persons against whom cases were compounded/ Compromised by Courts,0,Transgender
Kollam,Persons against whom cases were compounded/ Compromised by Courts,0,Transgender
Kota,Persons against whom cases were compounded/ Compromised by Courts,0,Transgender
Kozhikode,Persons against whom cases were compounded/ Compromised by Courts,0,Transgender
Lucknow,Persons against whom cases were compounded/ Compromised by Courts,0,Transgender
Ludhiana,Persons against whom cases were compounded/ Compromised by Courts,0,Transgender
Madurai,Persons against whom cases were compounded/ Compromised by Courts,0,Transgender
Malappuram,Persons against whom cases were compounded/ Compromised by Courts,0,Transgender
Meerut,Persons against whom cases were compounded/ Compromised by Courts,0,Transgender
Mumbai,Persons against whom cases were compounded/ Compromised by Courts,0,Transgender
Nagpur,Persons against whom cases were compounded/ Compromised by Courts,0,Transgender
Nasik,Persons against whom cases were compounded/ Compromised by Courts,0,Transgender
Patna,Persons against whom cases were compounded/ Compromised by Courts,0,Transgender
Prayagraj,Persons against whom cases were compounded/ Compromised by Courts,0,Transgender
Pune,Persons against whom cases were compounded/ Compromised by Courts,0,Transgender
Raipur,Persons against whom cases were compounded/ Compromised by Courts,0,Transgender
Rajkot,Persons against whom cases were compounded/ Compromised by Courts,0,Transgender
Ranchi,Persons against whom cases were compounded/ Compromised by Courts,0,Transgender
Srinagar,Persons against whom cases were compounded/ Compromised by Courts,0,Transgender
Surat,Persons against whom cases were compounded/ Compromised by Courts,0,Transgender
Thiruvananthapuram,Persons against whom cases were compounded/ Compromised by Courts,0,Transgender
Thrissur,Persons against whom cases were compounded/ Compromised by Courts,0,Transgender
Tiruchirapalli,Persons against whom cases were compounded/ Compromised by Courts,0,Transgender
Vadodara,Persons against whom cases were compounded/ Compromised by Courts,0,Transgender
Varanasi,Persons against whom cases were compounded/ Compromised by Courts,0,Transgender
Vasai Virar,Persons against whom cases were compounded/ Compromised by Courts,0,Transgender
Vijayawada,Persons against whom cases were compounded/ Compromised by Courts,0,Transgender
Vishakhapatnam,Persons against whom cases were compounded/ Compromised by Courts,0,Transgender
Agra,Persons whose cases disposed of under Plea Bargaining,0,Male
Ahmedabad,Persons whose cases disposed of under Plea Bargaining,0,Male
Amritsar,Persons whose cases disposed of under Plea Bargaining,0,Male
Asansol,Persons whose cases disposed of under Plea Bargaining,0,Male
Aurangabad,Persons whose cases disposed of under Plea Bargaining,0,Male
Bengaluru,Persons whose cases disposed of under Plea Bargaining,0,Male
Bhopal,Persons whose cases disposed of under Plea Bargaining,0,Male
Chandigarh City,Persons whose cases disposed of under Plea Bargaining,0,Male
Chennai,Persons whose cases disposed of under Plea Bargaining,0,Male
Coimbatore,Persons whose cases disposed of under Plea Bargaining,0,Male
Delhi City,Persons whose cases disposed of under Plea Bargaining,6,Male
Dhanbad,Persons whose cases disposed of under Plea Bargaining,0,Male
Durg-Bhilainagar,Persons whose cases disposed of under Plea Bargaining,0,Male
Faridabad,Persons whose cases disposed of under Plea Bargaining,0,Male
Ghaziabad,Persons whose cases disposed of under Plea Bargaining,0,Male
Gwalior,Persons whose cases disposed of under Plea Bargaining,0,Male
Hyderabad,Persons whose cases disposed of under Plea Bargaining,0,Male
Indore,Persons whose cases disposed of under Plea Bargaining,0,Male
Jabalpur,Persons whose cases disposed of under Plea Bargaining,0,Male
Jaipur,Persons whose cases disposed of under Plea Bargaining,1,Male
Jamshedpur,Persons whose cases disposed of under Plea Bargaining,0,Male
Jodhpur,Persons whose cases disposed of under Plea Bargaining,82,Male
Kannur,Persons whose cases disposed of under Plea Bargaining,0,Male
Kanpur,Persons whose cases disposed of under Plea Bargaining,0,Male
Kochi,Persons whose cases disposed of under Plea Bargaining,0,Male
Kolkata,Persons whose cases disposed of under Plea Bargaining,0,Male
Kollam,Persons whose cases disposed of under Plea Bargaining,0,Male
Kota,Persons whose cases disposed of under Plea Bargaining,0,Male
Kozhikode,Persons whose cases disposed of under Plea Bargaining,0,Male
Lucknow,Persons whose cases disposed of under Plea Bargaining,0,Male
Ludhiana,Persons whose cases disposed of under Plea Bargaining,0,Male
Madurai,Persons whose cases disposed of under Plea Bargaining,0,Male
Malappuram,Persons whose cases disposed of under Plea Bargaining,0,Male
Meerut,Persons whose cases disposed of under Plea Bargaining,167,Male
Mumbai,Persons whose cases disposed of under Plea Bargaining,0,Male
Nagpur,Persons whose cases disposed of under Plea Bargaining,0,Male
Nasik,Persons whose cases disposed of under Plea Bargaining,0,Male
Patna,Persons whose cases disposed of under Plea Bargaining,0,Male
Prayagraj,Persons whose cases disposed of under Plea Bargaining,0,Male
Pune,Persons whose cases disposed of under Plea Bargaining,0,Male
Raipur,Persons whose cases disposed of under Plea Bargaining,0,Male
Rajkot,Persons whose cases disposed of under Plea Bargaining,0,Male
Ranchi,Persons whose cases disposed of under Plea Bargaining,0,Male
Srinagar,Persons whose cases disposed of under Plea Bargaining,0,Male
Surat,Persons whose cases disposed of under Plea Bargaining,0,Male
Thiruvananthapuram,Persons whose cases disposed of under Plea Bargaining,0,Male
Thrissur,Persons whose cases disposed of under Plea Bargaining,0,Male
Tiruchirapalli,Persons whose cases disposed of under Plea Bargaining,0,Male
Vadodara,Persons whose cases disposed of under Plea Bargaining,0,Male
Varanasi,Persons whose cases disposed of under Plea Bargaining,0,Male
Vasai Virar,Persons whose cases disposed of under Plea Bargaining,0,Male
Vijayawada,Persons whose cases disposed of under Plea Bargaining,0,Male
Vishakhapatnam,Persons whose cases disposed of under Plea Bargaining,0,Male
Agra,Persons whose cases disposed of under Plea Bargaining,0,Female
Ahmedabad,Persons whose cases disposed of under Plea Bargaining,0,Female
Amritsar,Persons whose cases disposed of under Plea Bargaining,0,Female
Asansol,Persons whose cases disposed of under Plea Bargaining,0,Female
Aurangabad,Persons whose cases disposed of under Plea Bargaining,0,Female
Bengaluru,Persons whose cases disposed of under Plea Bargaining,0,Female
Bhopal,Persons whose cases disposed of under Plea Bargaining,0,Female
Chandigarh City,Persons whose cases disposed of under Plea Bargaining,0,Female
Chennai,Persons whose cases disposed of under Plea Bargaining,0,Female
Coimbatore,Persons whose cases disposed of under Plea Bargaining,0,Female
Delhi City,Persons whose cases disposed of under Plea Bargaining,0,Female
Dhanbad,Persons whose cases disposed of under Plea Bargaining,0,Female
Durg-Bhilainagar,Persons whose cases disposed of under Plea Bargaining,0,Female
Faridabad,Persons whose cases disposed of under Plea Bargaining,0,Female
Ghaziabad,Persons whose cases disposed of under Plea Bargaining,0,Female
Gwalior,Persons whose cases disposed of under Plea Bargaining,0,Female
Hyderabad,Persons whose cases disposed of under Plea Bargaining,0,Female
Indore,Persons whose cases disposed of under Plea Bargaining,0,Female
Jabalpur,Persons whose cases disposed of under Plea Bargaining,0,Female
Jaipur,Persons whose cases disposed of under Plea Bargaining,0,Female
Jamshedpur,Persons whose cases disposed of under Plea Bargaining,0,Female
Jodhpur,Persons whose cases disposed of under Plea Bargaining,8,Female
Kannur,Persons whose cases disposed of under Plea Bargaining,0,Female
Kanpur,Persons whose cases disposed of under Plea Bargaining,0,Female
Kochi,Persons whose cases disposed of under Plea Bargaining,0,Female
Kolkata,Persons whose cases disposed of under Plea Bargaining,0,Female
Kollam,Persons whose cases disposed of under Plea Bargaining,0,Female
Kota,Persons whose cases disposed of under Plea Bargaining,0,Female
Kozhikode,Persons whose cases disposed of under Plea Bargaining,0,Female
Lucknow,Persons whose cases disposed of under Plea Bargaining,0,Female
Ludhiana,Persons whose cases disposed of under Plea Bargaining,0,Female
Madurai,Persons whose cases disposed of under Plea Bargaining,0,Female
Malappuram,Persons whose cases disposed of under Plea Bargaining,0,Female
Meerut,Persons whose cases disposed of under Plea Bargaining,0,Female
Mumbai,Persons whose cases disposed of under Plea Bargaining,0,Female
Nagpur,Persons whose cases disposed of under Plea Bargaining,0,Female
Nasik,Persons whose cases disposed of under Plea Bargaining,0,Female
Patna,Persons whose cases disposed of under Plea Bargaining,0,Female
Prayagraj,Persons whose cases disposed of under Plea Bargaining,0,Female
Pune,Persons whose cases disposed of under Plea Bargaining,0,Female
Raipur,Persons whose cases disposed of under Plea Bargaining,0,Female
Rajkot,Persons whose cases disposed of under Plea Bargaining,0,Female
Ranchi,Persons whose cases disposed of under Plea Bargaining,0,Female
Srinagar,Persons whose cases disposed of under Plea Bargaining,0,Female
Surat,Persons whose cases disposed of under Plea Bargaining,0,Female
Thiruvananthapuram,Persons whose cases disposed of under Plea Bargaining,0,Female
Thrissur,Persons whose cases disposed of under Plea Bargaining,0,Female
Tiruchirapalli,Persons whose cases disposed of under Plea Bargaining,0,Female
Vadodara,Persons whose cases disposed of under Plea Bargaining,0,Female
Varanasi,Persons whose cases disposed of under Plea Bargaining,0,Female
Vasai Virar,Persons whose cases disposed of under Plea Bargaining,0,Female
Vijayawada,Persons whose cases disposed of under Plea Bargaining,0,Female
Vishakhapatnam,Persons whose cases disposed of under Plea Bargaining,0,Female
Agra,Persons whose cases disposed of under Plea Bargaining,0,Transgender
Ahmedabad,Persons whose cases disposed of under Plea Bargaining,0,Transgender
Amritsar,Persons whose cases disposed of under Plea Bargaining,0,Transgender
Asansol,Persons whose cases disposed of under Plea Bargaining,0,Transgender
Aurangabad,Persons whose cases disposed of under Plea Bargaining,0,Transgender
Bengaluru,Persons whose cases disposed of under Plea Bargaining,0,Transgender
Bhopal,Persons whose cases disposed of under Plea Bargaining,0,Transgender
Chandigarh City,Persons whose cases disposed of under Plea Bargaining,0,Transgender
Chennai,Persons whose cases disposed of under Plea Bargaining,0,Transgender
Coimbatore,Persons whose cases disposed of under Plea Bargaining,0,Transgender
Delhi City,Persons whose cases disposed of under Plea Bargaining,0,Transgender
Dhanbad,Persons whose cases disposed of under Plea Bargaining,0,Transgender
Durg-Bhilainagar,Persons whose cases disposed of under Plea Bargaining,0,Transgender
Faridabad,Persons whose cases disposed of under Plea Bargaining,0,Transgender
Ghaziabad,Persons whose cases disposed of under Plea Bargaining,0,Transgender
Gwalior,Persons whose cases disposed of under Plea Bargaining,0,Transgender
Hyderabad,Persons whose cases disposed of under Plea Bargaining,0,Transgender
Indore,Persons whose cases disposed of under Plea Bargaining,0,Transgender
Jabalpur,Persons whose cases disposed of under Plea Bargaining,0,Transgender
Jaipur,Persons whose cases disposed of under Plea Bargaining,0,Transgender
Jamshedpur,Persons whose cases disposed of under Plea Bargaining,0,Transgender
Jodhpur,Persons whose cases disposed of under Plea Bargaining,0,Transgender
Kannur,Persons whose cases disposed of under Plea Bargaining,0,Transgender
Kanpur,Persons whose cases disposed of under Plea Bargaining,0,Transgender
Kochi,Persons whose cases disposed of under Plea Bargaining,0,Transgender
Kolkata,Persons whose cases disposed of under Plea Bargaining,0,Transgender
Kollam,Persons whose cases disposed of under Plea Bargaining,0,Transgender
Kota,Persons whose cases disposed of under Plea Bargaining,0,Transgender
Kozhikode,Persons whose cases disposed of under Plea Bargaining,0,Transgender
Lucknow,Persons whose cases disposed of under Plea Bargaining,0,Transgender
Ludhiana,Persons whose cases disposed of under Plea Bargaining,0,Transgender
Madurai,Persons whose cases disposed of under Plea Bargaining,0,Transgender
Malappuram,Persons whose cases disposed of under Plea Bargaining,0,Transgender
Meerut,Persons whose cases disposed of under Plea Bargaining,0,Transgender
Mumbai,Persons whose cases disposed of under Plea Bargaining,0,Transgender
Nagpur,Persons whose cases disposed of under Plea Bargaining,0,Transgender
Nasik,Persons whose cases disposed of under Plea Bargaining,0,Transgender
Patna,Persons whose cases disposed of under Plea Bargaining,0,Transgender
Prayagraj,Persons whose cases disposed of under Plea Bargaining,0,Transgender
Pune,Persons whose cases disposed of under Plea Bargaining,0,Transgender
Raipur,Persons whose cases disposed of under Plea Bargaining,0,Transgender
Rajkot,Persons whose cases disposed of under Plea Bargaining,0,Transgender
Ranchi,Persons whose cases disposed of under Plea Bargaining,0,Transgender
Srinagar,Persons whose cases disposed of under Plea Bargaining,0,Transgender
Surat,Persons whose cases disposed of under Plea Bargaining,0,Transgender
Thiruvananthapuram,Persons whose cases disposed of under Plea Bargaining,0,Transgender
Thrissur,Persons whose cases disposed of under Plea Bargaining,0,Transgender
Tiruchirapalli,Persons whose cases disposed of under Plea Bargaining,0,Transgender
Vadodara,Persons whose cases disposed of under Plea Bargaining,0,Transgender
Varanasi,Persons whose cases disposed of under Plea Bargaining,0,Transgender
Vasai Virar,Persons whose cases disposed of under Plea Bargaining,0,Transgender
Vijayawada,Persons whose cases disposed of under Plea Bargaining,0,Transgender
Vishakhapatnam,Persons whose cases disposed of under Plea Bargaining,0,Transgender
Agra,Persons whose cases were quashed by Higher Courts,0,Male
Ahmedabad,Persons whose cases were quashed by Higher Courts,59,Male
Amritsar,Persons whose cases were quashed by Higher Courts,0,Male
Asansol,Persons whose cases were quashed by Higher Courts,0,Male
Aurangabad,Persons whose cases were quashed by Higher Courts,11,Male
Bengaluru,Persons whose cases were quashed by Higher Courts,163,Male
Bhopal,Persons whose cases were quashed by Higher Courts,31,Male
Chandigarh City,Persons whose cases were quashed by Higher Courts,99,Male
Chennai,Persons whose cases were quashed by Higher Courts,40,Male
Coimbatore,Persons whose cases were quashed by Higher Courts,10,Male
Delhi City,Persons whose cases were quashed by Higher Courts,1506,Male
Dhanbad,Persons whose cases were quashed by Higher Courts,0,Male
Durg-Bhilainagar,Persons whose cases were quashed by Higher Courts,0,Male
Faridabad,Persons whose cases were quashed by Higher Courts,0,Male
Ghaziabad,Persons whose cases were quashed by Higher Courts,0,Male
Gwalior,Persons whose cases were quashed by Higher Courts,95,Male
Hyderabad,Persons whose cases were quashed by Higher Courts,0,Male
Indore,Persons whose cases were quashed by Higher Courts,0,Male
Jabalpur,Persons whose cases were quashed by Higher Courts,0,Male
Jaipur,Persons whose cases were quashed by Higher Courts,5,Male
Jamshedpur,Persons whose cases were quashed by Higher Courts,0,Male
Jodhpur,Persons whose cases were quashed by Higher Courts,0,Male
Kannur,Persons whose cases were quashed by Higher Courts,20,Male
Kanpur,Persons whose cases were quashed by Higher Courts,0,Male
Kochi,Persons whose cases were quashed by Higher Courts,1,Male
Kolkata,Persons whose cases were quashed by Higher Courts,0,Male
Kollam,Persons whose cases were quashed by Higher Courts,4,Male
Kota,Persons whose cases were quashed by Higher Courts,16,Male
Kozhikode,Persons whose cases were quashed by Higher Courts,77,Male
Lucknow,Persons whose cases were quashed by Higher Courts,0,Male
Ludhiana,Persons whose cases were quashed by Higher Courts,67,Male
Madurai,Persons whose cases were quashed by Higher Courts,30,Male
Malappuram,Persons whose cases were quashed by Higher Courts,61,Male
Meerut,Persons whose cases were quashed by Higher Courts,0,Male
Mumbai,Persons whose cases were quashed by Higher Courts,57,Male
Nagpur,Persons whose cases were quashed by Higher Courts,5,Male
Nasik,Persons whose cases were quashed by Higher Courts,5,Male
Patna,Persons whose cases were quashed by Higher Courts,0,Male
Prayagraj,Persons whose cases were quashed by Higher Courts,0,Male
Pune,Persons whose cases were quashed by Higher Courts,3,Male
Raipur,Persons whose cases were quashed by Higher Courts,0,Male
Rajkot,Persons whose cases were quashed by Higher Courts,0,Male
Ranchi,Persons whose cases were quashed by Higher Courts,0,Male
Srinagar,Persons whose cases were quashed by Higher Courts,0,Male
Surat,Persons whose cases were quashed by Higher Courts,0,Male
Thiruvananthapuram,Persons whose cases were quashed by Higher Courts,10,Male
Thrissur,Persons whose cases were quashed by Higher Courts,57,Male
Tiruchirapalli,Persons whose cases were quashed by Higher Courts,3,Male
Vadodara,Persons whose cases were quashed by Higher Courts,2,Male
Varanasi,Persons whose cases were quashed by Higher Courts,0,Male
Vasai Virar,Persons whose cases were quashed by Higher Courts,0,Male
Vijayawada,Persons whose cases were quashed by Higher Courts,0,Male
Vishakhapatnam,Persons whose cases were quashed by Higher Courts,9,Male
Agra,Persons whose cases were quashed by Higher Courts,0,Female
Ahmedabad,Persons whose cases were quashed by Higher Courts,30,Female
Amritsar,Persons whose cases were quashed by Higher Courts,0,Female
Asansol,Persons whose cases were quashed by Higher Courts,0,Female
Aurangabad,Persons whose cases were quashed by Higher Courts,3,Female
Bengaluru,Persons whose cases were quashed by Higher Courts,67,Female
Bhopal,Persons whose cases were quashed by Higher Courts,3,Female
Chandigarh City,Persons whose cases were quashed by Higher Courts,14,Female
Chennai,Persons whose cases were quashed by Higher Courts,8,Female
Coimbatore,Persons whose cases were quashed by Higher Courts,0,Female
Delhi City,Persons whose cases were quashed by Higher Courts,356,Female
Dhanbad,Persons whose cases were quashed by Higher Courts,0,Female
Durg-Bhilainagar,Persons whose cases were quashed by Higher Courts,0,Female
Faridabad,Persons whose cases were quashed by Higher Courts,0,Female
Ghaziabad,Persons whose cases were quashed by Higher Courts,0,Female
Gwalior,Persons whose cases were quashed by Higher Courts,30,Female
Hyderabad,Persons whose cases were quashed by Higher Courts,0,Female
Indore,Persons whose cases were quashed by Higher Courts,0,Female
Jabalpur,Persons whose cases were quashed by Higher Courts,0,Female
Jaipur,Persons whose cases were quashed by Higher Courts,0,Female
Jamshedpur,Persons whose cases were quashed by Higher Courts,0,Female
Jodhpur,Persons whose cases were quashed by Higher Courts,0,Female
Kannur,Persons whose cases were quashed by Higher Courts,1,Female
Kanpur,Persons whose cases were quashed by Higher Courts,0,Female
Kochi,Persons whose cases were quashed by Higher Courts,0,Female
Kolkata,Persons whose cases were quashed by Higher Courts,0,Female
Kollam,Persons whose cases were quashed by Higher Courts,0,Female
Kota,Persons whose cases were quashed by Higher Courts,1,Female
Kozhikode,Persons whose cases were quashed by Higher Courts,0,Female
Lucknow,Persons whose cases were quashed by Higher Courts,0,Female
Ludhiana,Persons whose cases were quashed by Higher Courts,0,Female
Madurai,Persons whose cases were quashed by Higher Courts,9,Female
Malappuram,Persons whose cases were quashed by Higher Courts,21,Female
Meerut,Persons whose cases were quashed by Higher Courts,0,Female
Mumbai,Persons whose cases were quashed by Higher Courts,8,Female
Nagpur,Persons whose cases were quashed by Higher Courts,0,Female
Nasik,Persons whose cases were quashed by Higher Courts,0,Female
Patna,Persons whose cases were quashed by Higher Courts,0,Female
Prayagraj,Persons whose cases were quashed by Higher Courts,0,Female
Pune,Persons whose cases were quashed by Higher Courts,2,Female
Raipur,Persons whose cases were quashed by Higher Courts,0,Female
Rajkot,Persons whose cases were quashed by Higher Courts,0,Female
Ranchi,Persons whose cases were quashed by Higher Courts,0,Female
Srinagar,Persons whose cases were quashed by Higher Courts,0,Female
Surat,Persons whose cases were quashed by Higher Courts,0,Female
Thiruvananthapuram,Persons whose cases were quashed by Higher Courts,1,Female
Thrissur,Persons whose cases were quashed by Higher Courts,2,Female
Tiruchirapalli,Persons whose cases were quashed by Higher Courts,0,Female
Vadodara,Persons whose cases were quashed by Higher Courts,0,Female
Varanasi,Persons whose cases were quashed by Higher Courts,0,Female
Vasai Virar,Persons whose cases were quashed by Higher Courts,0,Female
Vijayawada,Persons whose cases were quashed by Higher Courts,0,Female
Vishakhapatnam,Persons whose cases were quashed by Higher Courts,3,Female
Agra,Persons whose cases were quashed by Higher Courts,0,Transgender
Ahmedabad,Persons whose cases were quashed by Higher Courts,0,Transgender
Amritsar,Persons whose cases were quashed by Higher Courts,0,Transgender
Asansol,Persons whose cases were quashed by Higher Courts,0,Transgender
Aurangabad,Persons whose cases were quashed by Higher Courts,0,Transgender
Bengaluru,Persons whose cases were quashed by Higher Courts,0,Transgender
Bhopal,Persons whose cases were quashed by Higher Courts,0,Transgender
Chandigarh City,Persons whose cases were quashed by Higher Courts,0,Transgender
Chennai,Persons whose cases were quashed by Higher Courts,0,Transgender
Coimbatore,Persons whose cases were quashed by Higher Courts,0,Transgender
Delhi City,Persons whose cases were quashed by Higher Courts,0,Transgender
Dhanbad,Persons whose cases were quashed by Higher Courts,0,Transgender
Durg-Bhilainagar,Persons whose cases were quashed by Higher Courts,0,Transgender
Faridabad,Persons whose cases were quashed by Higher Courts,0,Transgender
Ghaziabad,Persons whose cases were quashed by Higher Courts,0,Transgender
Gwalior,Persons whose cases were quashed by Higher Courts,0,Transgender
Hyderabad,Persons whose cases were quashed by Higher Courts,0,Transgender
Indore,Persons whose cases were quashed by Higher Courts,0,Transgender
Jabalpur,Persons whose cases were quashed by Higher Courts,0,Transgender
